time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,pressure_msl_mean,wind_speed_10m_min
2024-01-16,-7.2,-12.8,2.5,0.0,1.75,12.3,20.5,-9.2,80,90,1014.2,4.7
2024-01-17,-10.6,-16.0,0.0,0.0,0.0,22.8,43.6,-13.0,77,50,1009.0,9.4
2024-01-18,-8.6,-18.5,0.0,0.0,0.0,17.6,31.3,-13.2,79,49,1015.1,7.1
2024-01-19,-15.9,-23.9,0.0,0.0,0.0,15.7,27.0,-18.8,72,73,1016.4,3.7
2024-01-20,-11.1,-19.9,0.1,0.0,0.07,20.2,35.3,-15.7,75,89,1015.3,10.4
2024-01-21,-11.9,-18.3,0.0,0.0,0.0,19.0,32.8,-15.2,75,15,1026.9,12.6
2024-01-22,-2.3,-13.6,0.9,0.0,0.63,26.3,45.7,-6.4,80,89,1026.0,11.5
2024-01-23,-2.1,-12.5,0.0,0.0,0.0,19.8,35.6,-6.5,77,100,1032.3,9.7
2024-01-24,-6.0,-13.6,4.1,1.9,1.54,14.0,25.9,-10.2,87,100,1030.0,9.8
2024-01-25,-0.1,-5.4,3.7,3.5,0.14,11.3,20.9,-3.2,88,66,1022.8,0.8
2024-01-26,-0.9,-3.8,10.3,2.3,5.6,16.9,29.9,-2.2,94,100,1020.5,9.0
2024-01-27,-1.5,-3.1,0.0,0.0,0.0,12.7,22.0,-2.1,91,100,1023.4,2.5
2024-01-28,-0.1,-5.4,0.0,0.0,0.0,10.4,18.0,-2.2,93,100,1016.3,2.1
2024-01-29,-2.1,-7.3,0.0,0.0,0.0,16.6,29.2,-3.5,82,99,1015.8,7.0
2024-01-30,-8.1,-14.4,0.0,0.0,0.0,15.6,26.6,-12.0,79,91,1024.0,7.3
2024-01-31,-0.2,-13.9,0.0,0.0,0.0,13.8,23.8,-6.9,87,96,1017.6,1.1
2024-02-01,0.6,-0.9,3.3,3.0,0.21,19.3,33.5,-0.0,93,100,1010.4,6.2
2024-02-02,-0.8,-10.6,0.0,0.0,0.0,17.9,31.7,-4.0,85,72,1017.0,5.2
2024-02-03,-5.1,-14.4,0.1,0.1,0.0,10.5,16.9,-9.7,82,48,1022.2,2.8
2024-02-04,-6.0,-14.5,0.0,0.0,0.0,11.4,18.4,-10.7,89,48,1019.3,2.2
2024-02-05,-1.7,-15.5,0.0,0.0,0.0,13.4,22.7,-9.1,77,0,1019.9,3.0
2024-02-06,-3.3,-13.5,0.0,0.0,0.0,11.9,21.2,-8.7,76,27,1026.4,4.3
2024-02-07,-4.0,-15.4,0.2,0.0,0.14,8.6,13.0,-9.1,88,72,1027.7,0.8
2024-02-08,1.4,-8.9,0.0,0.0,0.0,9.9,16.2,-3.8,82,52,1024.9,2.3
2024-02-09,4.0,-1.6,0.9,0.9,0.0,17.7,31.7,1.5,78,83,1012.5,7.1
2024-02-10,7.4,0.9,0.6,0.6,0.0,17.4,30.2,2.8,87,50,1005.4,7.2
2024-02-11,1.9,-2.6,0.2,0.2,0.0,21.8,40.3,0.3,81,92,1010.6,9.9
2024-02-12,0.2,-6.3,0.2,0.0,0.14,14.8,26.6,-2.1,86,76,1011.8,5.7
2024-02-13,-0.4,-9.7,0.6,0.1,0.35,24.1,40.0,-5.3,82,77,1006.8,3.1
2024-02-14,-6.8,-14.0,0.7,0.0,0.49,31.8,55.8,-10.2,61,46,1015.2,14.6
2024-02-15,-5.2,-14.1,1.4,0.0,0.98,17.1,30.2,-9.1,65,67,1016.5,4.1
2024-02-16,-3.3,-9.0,2.7,0.0,1.89,24.4,42.8,-6.4,76,99,1008.1,8.0
2024-02-17,-8.7,-17.2,0.0,0.0,0.0,25.8,45.7,-11.7,72,50,1008.7,6.2
2024-02-18,-2.8,-17.8,2.8,0.0,1.96,27.8,47.5,-8.3,77,97,1003.3,4.4
2024-02-19,-8.4,-15.3,0.0,0.0,0.0,19.8,35.6,-12.0,65,28,1020.8,6.9
2024-02-20,-8.2,-17.4,0.0,0.0,0.0,10.4,14.4,-13.5,73,60,1032.4,2.6
2024-02-21,0.9,-14.9,0.0,0.0,0.0,21.8,37.1,-6.1,71,50,1025.9,5.0
2024-02-22,2.3,-3.1,0.4,0.0,0.28,20.3,34.9,-0.6,81,86,1009.2,7.7
2024-02-23,5.3,-9.7,0.1,0.1,0.0,20.6,37.1,-0.2,84,94,999.7,7.4
2024-02-24,-11.1,-18.4,0.0,0.0,0.0,19.4,34.9,-14.6,56,6,1013.2,6.8
2024-02-25,-1.3,-13.8,0.3,0.0,0.21,15.0,29.9,-7.2,59,54,1014.8,5.0
2024-02-26,2.8,-6.2,0.9,0.1,0.56,17.2,32.8,-1.3,71,67,1012.6,4.0
2024-02-27,11.5,-5.6,0.5,0.0,0.35,31.1,54.7,3.7,67,80,1009.7,5.9
2024-02-28,13.5,-6.9,8.1,7.6,0.35,43.5,81.4,6.2,89,98,996.8,16.7
2024-02-29,-9.7,-15.1,0.0,0.0,0.0,39.3,70.2,-12.2,39,29,1021.2,18.1
2024-03-01,0.5,-13.5,0.0,0.0,0.0,20.4,40.7,-7.1,52,25,1030.7,2.2
2024-03-02,3.9,-5.1,2.5,2.5,0.0,15.3,26.3,-0.6,81,83,1025.4,4.0
2024-03-03,6.3,-1.3,0.1,0.1,0.0,10.8,22.3,1.4,93,66,1024.9,2.1
2024-03-04,11.2,-3.9,0.0,0.0,0.0,25.5,44.6,2.6,90,85,1026.5,3.8
2024-03-05,11.4,1.6,0.0,0.0,0.0,23.3,38.9,5.4,85,81,1018.5,6.9
2024-03-06,3.2,0.3,7.6,7.6,0.0,23.7,40.0,1.9,92,100,1017.9,6.6
2024-03-07,7.3,-2.7,0.0,0.0,0.0,26.6,46.4,2.1,53,58,1021.9,8.5
2024-03-08,5.5,-6.1,0.0,0.0,0.0,15.3,27.7,-0.9,62,30,1027.0,9.7
2024-03-09,4.9,-2.8,7.6,7.6,0.0,28.8,52.9,1.8,67,100,1014.5,8.0
2024-03-10,0.6,-4.0,23.4,4.9,12.95,27.4,48.2,-0.9,94,100,995.5,6.2
2024-03-11,0.4,-4.3,0.7,0.0,0.49,36.4,64.4,-2.5,61,70,1000.1,15.3
2024-03-12,6.6,-5.4,0.0,0.0,0.0,23.6,43.2,-0.5,51,6,1009.0,9.0
2024-03-13,5.5,-6.5,1.5,0.3,0.84,15.1,31.0,-0.7,73,62,1013.1,4.6
2024-03-14,10.1,-3.6,0.0,0.0,0.0,12.8,22.0,3.2,73,83,1016.4,4.8
2024-03-15,9.5,-0.8,4.5,4.5,0.0,16.7,29.5,3.2,80,74,1010.7,5.2
2024-03-16,4.5,-2.4,0.8,0.8,0.0,14.8,25.6,0.9,86,95,1007.2,0.7
2024-03-17,6.5,-0.4,6.0,5.9,0.07,26.7,49.3,2.5,82,70,997.8,9.0
2024-03-18,3.4,-2.3,2.0,1.0,0.7,25.5,45.7,0.1,78,88,1001.2,16.7
2024-03-19,0.3,-5.8,0.4,0.0,0.28,21.6,41.4,-2.6,61,95,1003.2,5.8
2024-03-20,3.3,-5.3,2.2,0.0,1.54,30.5,57.6,-0.3,64,73,1000.0,10.9
2024-03-21,-3.6,-10.2,0.0,0.0,0.0,34.2,62.6,-6.8,44,38,1014.9,20.6
2024-03-22,-3.9,-13.2,0.0,0.0,0.0,23.8,42.5,-8.3,39,71,1028.3,1.1
2024-03-23,-5.9,-8.5,6.0,0.0,4.2,22.1,40.0,-6.7,67,83,1021.7,3.3
2024-03-24,1.2,-9.8,0.0,0.0,0.0,13.1,28.1,-4.9,54,3,1026.6,5.4
2024-03-25,6.1,-8.0,0.0,0.0,0.0,16.2,32.8,-1.4,57,9,1032.4,5.1
2024-03-26,12.5,-4.5,0.0,0.0,0.0,16.1,32.4,3.9,57,76,1023.1,8.4
2024-03-27,13.2,2.1,3.3,3.3,0.0,21.5,36.4,6.2,82,65,1015.1,8.2
2024-03-28,7.8,0.9,0.0,0.0,0.0,18.6,36.7,4.5,67,97,1015.2,5.7
2024-03-29,8.1,-3.0,0.0,0.0,0.0,28.8,51.5,2.2,57,77,1007.6,7.9
2024-03-30,4.8,-3.2,0.0,0.0,0.0,29.6,54.7,0.2,46,55,1006.6,7.6
2024-03-31,7.6,-3.1,0.0,0.0,0.0,23.9,44.3,2.3,50,51,1010.4,5.5
2024-04-01,8.5,-3.0,0.0,0.0,0.0,19.5,36.7,1.8,75,62,1016.0,0.7
2024-04-02,8.9,-4.6,0.0,0.0,0.0,24.3,43.2,2.0,68,64,1018.1,6.2
2024-04-03,9.6,-0.4,6.8,4.4,1.68,30.7,54.7,3.6,60,97,1010.9,13.7
2024-04-04,-0.2,-2.5,24.2,0.1,16.87,35.1,59.8,-1.3,89,100,1005.5,23.2
2024-04-05,1.8,-0.8,4.7,2.2,1.75,24.0,41.0,0.5,89,100,1003.8,11.4
2024-04-06,6.4,-1.3,0.2,0.2,0.0,20.5,40.3,1.9,72,84,1013.3,6.3
2024-04-07,11.1,-4.0,0.0,0.0,0.0,11.0,20.2,3.1,71,0,1020.2,3.0
2024-04-08,17.4,-1.5,0.0,0.0,0.0,18.9,32.8,7.3,59,41,1017.9,8.2
2024-04-09,15.6,0.4,0.0,0.0,0.0,14.8,26.6,7.6,54,57,1016.7,7.2
2024-04-10,15.1,1.9,17.8,17.8,0.0,20.6,35.3,8.7,76,90,1013.6,4.5
2024-04-11,12.5,5.1,7.0,7.0,0.0,21.1,41.4,9.6,89,97,1011.7,7.1
2024-04-12,20.8,7.6,21.9,21.9,0.0,36.3,71.3,13.0,84,86,992.3,6.8
2024-04-13,7.8,1.4,4.5,4.5,0.0,27.7,50.8,5.0,86,99,996.1,11.6
2024-04-14,10.8,0.6,2.2,2.2,0.0,20.8,36.4,5.1,82,70,1006.0,5.2
2024-04-15,12.7,3.2,0.0,0.0,0.0,22.0,41.8,7.4,68,73,1009.1,7.1
2024-04-16,11.5,0.3,0.1,0.1,0.0,23.9,43.9,5.4,62,34,1020.0,7.7
2024-04-17,8.3,-1.8,0.0,0.0,0.0,19.4,32.8,4.2,59,86,1023.6,2.9
2024-04-18,9.8,3.0,7.3,7.3,0.0,23.2,40.7,5.5,75,89,1019.2,15.5
2024-04-19,11.8,4.6,4.0,4.0,0.0,29.8,50.8,7.9,83,95,1013.8,15.9
2024-04-20,8.9,3.5,0.1,0.1,0.0,23.4,45.4,6.4,58,57,1011.1,13.5
2024-04-21,7.7,0.8,1.2,1.2,0.0,29.5,52.9,4.3,60,62,1010.9,17.0
2024-04-22,8.4,-3.5,0.0,0.0,0.0,25.6,47.9,1.8,48,20,1017.3,6.9
2024-04-23,18.2,0.5,0.4,0.4,0.0,29.5,54.4,9.5,51,68,1011.9,5.5
2024-04-24,7.8,-3.4,13.7,13.4,0.21,25.6,56.9,3.4,68,58,1013.8,6.5
2024-04-25,7.7,-5.4,0.0,0.0,0.0,17.7,32.4,0.9,47,16,1028.2,5.3
2024-04-26,11.5,-3.3,0.0,0.0,0.0,11.4,19.8,4.8,54,1,1031.7,1.6
2024-04-27,16.5,1.2,0.9,0.9,0.0,25.6,44.3,9.4,57,80,1026.2,7.9
2024-04-28,18.2,7.1,2.4,2.4,0.0,21.9,40.0,12.4,78,95,1016.0,6.8
2024-04-29,10.7,2.5,0.2,0.2,0.0,20.5,37.8,7.0,62,81,1020.7,4.2
2024-04-30,7.0,4.3,10.0,10.0,0.0,22.5,42.5,5.2,87,96,1015.3,12.5
2024-05-01,13.1,1.4,0.9,0.9,0.0,10.1,22.3,7.6,79,55,1013.6,1.3
2024-05-02,16.4,6.4,7.4,7.4,0.0,16.2,31.7,10.5,82,74,1014.0,5.5
2024-05-03,17.0,4.4,0.2,0.2,0.0,16.0,27.7,11.1,73,91,1021.4,6.1
2024-05-04,18.8,9.6,0.5,0.5,0.0,20.1,33.8,13.7,72,92,1022.8,8.0
2024-05-05,12.3,8.7,12.5,12.5,0.0,25.1,45.7,9.7,87,99,1018.6,11.5
2024-05-06,19.9,9.5,1.7,1.7,0.0,21.0,37.8,13.5,73,63,1012.7,6.3
2024-05-07,19.7,5.4,0.0,0.0,0.0,20.9,38.5,12.8,55,46,1008.7,5.1
2024-05-08,11.9,6.6,9.2,9.2,0.0,26.4,45.4,8.8,77,91,1003.0,12.0
2024-05-09,13.5,5.2,0.2,0.2,0.0,13.6,29.5,9.4,74,68,1009.7,7.9
2024-05-10,15.4,4.1,0.0,0.0,0.0,17.5,34.9,9.9,60,77,1010.0,1.1
2024-05-11,16.2,3.3,0.1,0.1,0.0,11.8,24.1,10.8,61,40,1008.8,2.3
2024-05-12,14.9,7.5,0.4,0.4,0.0,11.9,24.8,11.0,74,82,1010.6,2.6
2024-05-13,17.9,7.0,2.5,2.5,0.0,21.7,41.8,12.9,74,71,1012.1,6.7
2024-05-14,19.9,11.0,13.2,13.2,0.0,20.7,38.5,14.5,88,86,1009.9,6.9
2024-05-15,20.4,9.7,2.5,2.5,0.0,13.9,28.1,15.2,75,81,1010.9,5.5
2024-05-16,21.2,10.4,0.2,0.2,0.0,17.1,31.7,15.8,75,50,1011.8,5.8
2024-05-17,23.3,10.5,0.0,0.0,0.0,18.2,32.0,17.9,69,98,1013.7,4.4
2024-05-18,22.1,13.7,0.3,0.3,0.0,16.9,33.5,17.6,65,50,1015.4,4.7
2024-05-19,22.8,11.3,0.0,0.0,0.0,13.9,24.8,17.4,71,20,1015.1,1.4
2024-05-20,26.7,13.3,0.0,0.0,0.0,17.1,34.2,20.1,68,65,1012.7,5.8
2024-05-21,24.8,14.9,0.5,0.5,0.0,17.1,33.1,19.5,72,93,1010.9,3.9
2024-05-22,27.8,16.0,1.9,1.9,0.0,17.3,29.2,22.1,75,72,1008.1,2.3
2024-05-23,23.8,17.4,0.4,0.4,0.0,27.6,50.4,20.4,62,51,1007.0,7.5
2024-05-24,17.6,10.1,0.0,0.0,0.0,30.7,56.5,15.1,55,39,1007.8,6.8
2024-05-25,18.3,7.4,0.1,0.1,0.0,8.9,18.7,14.2,63,63,1011.7,1.1
2024-05-26,22.9,12.9,0.0,0.0,0.0,15.9,26.6,17.9,59,61,1013.5,1.0
2024-05-27,23.5,15.7,18.9,18.9,0.0,38.5,69.8,18.6,75,96,1005.6,13.1
2024-05-28,19.7,12.6,2.9,2.9,0.0,28.5,54.0,16.7,75,65,1002.2,13.0
2024-05-29,17.7,10.3,0.0,0.0,0.0,16.0,27.7,13.8,58,89,1012.8,7.9
2024-05-30,19.1,7.6,0.0,0.0,0.0,14.8,30.2,13.8,49,44,1016.5,2.8
2024-05-31,21.9,7.9,0.0,0.0,0.0,21.5,40.3,15.9,51,35,1018.0,6.2
2024-06-01,24.6,8.5,0.0,0.0,0.0,12.5,23.8,17.7,62,55,1018.7,5.2
2024-06-02,24.8,11.7,0.0,0.0,0.0,11.3,22.0,18.6,51,62,1015.3,5.1
2024-06-03,27.8,12.6,0.0,0.0,0.0,10.1,16.6,20.6,56,2,1013.3,4.0
2024-06-04,28.4,13.4,0.0,0.0,0.0,10.4,17.3,21.4,59,46,1013.7,1.5
2024-06-05,28.7,15.6,0.2,0.2,0.0,16.1,32.4,22.6,66,41,1008.2,2.1
2024-06-06,25.4,16.4,21.7,21.7,0.0,22.5,39.2,20.9,78,98,999.5,1.5
2024-06-07,20.1,13.9,3.9,3.9,0.0,21.5,41.0,17.3,80,62,999.5,4.5
2024-06-08,19.9,12.9,3.5,3.5,0.0,26.3,49.0,16.0,79,88,1001.5,11.4
2024-06-09,17.3,13.0,5.6,5.6,0.0,26.8,48.2,14.7,76,83,998.8,15.4
2024-06-10,16.6,11.9,5.7,5.7,0.0,20.9,38.9,14.2,76,99,1001.3,14.5
2024-06-11,17.5,11.3,0.0,0.0,0.0,13.6,25.6,14.2,72,90,1013.4,6.1
2024-06-12,19.4,11.6,0.0,0.0,0.0,16.8,31.3,15.8,74,65,1015.6,6.1
2024-06-13,26.7,12.2,14.9,14.9,0.0,20.2,38.5,19.0,73,70,1010.0,4.6
2024-06-14,22.2,13.2,4.8,4.8,0.0,25.2,43.9,19.0,68,33,1008.6,9.1
2024-06-15,18.3,9.8,0.0,0.0,0.0,16.7,33.8,13.9,57,15,1018.8,3.6
2024-06-16,20.1,8.6,0.0,0.0,0.0,10.9,23.8,15.7,57,71,1022.2,0.5
2024-06-17,27.3,14.7,0.1,0.1,0.0,19.6,36.4,20.5,69,66,1016.7,5.5
2024-06-18,29.9,19.2,0.0,0.0,0.0,19.9,37.4,25.1,73,58,1019.2,7.5
2024-06-19,32.0,21.7,0.0,0.0,0.0,21.2,37.8,26.8,71,90,1021.2,7.4
2024-06-20,30.0,21.8,3.6,3.6,0.0,23.4,43.2,25.5,70,69,1022.1,5.2
2024-06-21,23.8,17.1,0.0,0.0,0.0,17.1,33.1,20.0,63,78,1022.2,6.6
2024-06-22,22.0,16.9,2.4,2.4,0.0,9.0,16.9,19.1,74,100,1016.0,1.3
2024-06-23,24.0,14.9,41.8,41.8,0.0,32.4,58.3,19.5,93,94,999.4,8.9
2024-06-24,21.1,13.4,7.9,7.9,0.0,28.0,54.0,16.7,84,76,1002.1,7.9
2024-06-25,26.1,14.1,0.1,0.1,0.0,26.0,46.1,20.7,67,44,1006.9,7.4
2024-06-26,25.1,16.9,2.4,2.4,0.0,23.2,46.4,20.7,75,79,1002.6,5.4
2024-06-27,18.5,11.2,4.1,4.1,0.0,30.6,55.8,15.7,65,35,1007.3,4.9
2024-06-28,20.6,8.9,0.0,0.0,0.0,13.8,24.1,15.5,58,46,1018.7,6.1
2024-06-29,20.4,16.2,25.0,25.0,0.0,23.9,42.1,17.6,81,100,1012.8,14.0
2024-06-30,24.1,17.5,4.2,4.2,0.0,25.2,50.4,20.6,76,68,1008.7,7.7
2024-07-01,24.2,14.6,0.0,0.0,0.0,14.8,27.7,19.4,54,22,1018.6,2.3
2024-07-02,26.0,13.5,0.0,0.0,0.0,11.3,21.2,20.2,65,36,1022.7,6.1
2024-07-03,27.8,15.8,0.3,0.3,0.0,25.6,46.4,21.7,62,93,1015.6,7.8
2024-07-04,27.0,19.3,1.9,1.9,0.0,19.8,35.3,22.9,77,79,1009.8,5.7
2024-07-05,26.1,19.0,1.9,1.9,0.0,13.7,25.6,22.3,79,73,1009.1,3.1
2024-07-06,25.8,17.4,11.6,11.6,0.0,14.8,28.1,21.2,85,76,1009.1,0.7
2024-07-07,25.8,18.5,0.1,0.1,0.0,11.9,26.3,22.1,80,36,1014.0,3.0
2024-07-08,26.8,18.9,0.0,0.0,0.0,14.6,29.2,23.0,76,64,1015.5,5.2
2024-07-09,27.5,19.4,0.0,0.0,0.0,19.2,40.0,23.1,75,88,1011.3,5.9
2024-07-10,23.7,17.1,42.3,42.3,0.0,26.0,45.4,20.2,92,94,1009.4,1.0
2024-07-11,22.0,17.1,13.8,13.8,0.0,23.9,41.0,19.4,87,80,1010.9,6.2
2024-07-12,25.5,16.7,0.8,0.8,0.0,9.3,21.6,21.6,81,33,1019.0,2.2
2024-07-13,26.0,19.3,1.2,1.2,0.0,18.8,38.9,22.6,79,22,1018.1,6.0
2024-07-14,27.7,18.8,0.0,0.0,0.0,20.4,37.4,23.1,74,16,1013.7,8.4
2024-07-15,28.5,19.3,2.2,2.2,0.0,28.6,48.2,23.5,77,91,1007.7,6.8
2024-07-16,26.6,20.5,6.6,6.6,0.0,20.8,36.4,22.8,87,78,1004.6,3.4
2024-07-17,25.1,20.0,0.8,0.8,0.0,22.0,44.6,22.4,80,87,1006.7,9.4
2024-07-18,21.7,15.9,1.2,1.2,0.0,24.1,45.0,19.0,74,14,1011.3,9.2
2024-07-19,24.3,14.2,0.0,0.0,0.0,19.4,36.7,19.4,67,23,1017.4,8.7
2024-07-20,25.6,15.9,1.0,1.0,0.0,26.2,48.2,20.1,71,29,1015.3,5.4
2024-07-21,22.6,12.4,0.0,0.0,0.0,18.9,36.4,17.8,65,19,1017.1,3.4
2024-07-22,25.3,13.0,0.0,0.0,0.0,12.6,27.0,19.9,66,29,1016.6,2.9
2024-07-23,24.5,16.5,4.6,4.6,0.0,11.4,20.2,20.2,72,60,1017.6,5.7
2024-07-24,26.0,16.0,14.2,14.2,0.0,18.7,36.0,20.6,82,69,1017.4,6.4
2024-07-25,21.2,15.3,2.7,2.7,0.0,28.6,52.6,18.7,79,53,1013.5,14.4
2024-07-26,25.4,14.5,0.2,0.2,0.0,23.2,45.7,19.8,62,14,1017.0,7.6
2024-07-27,26.8,13.8,0.0,0.0,0.0,12.7,24.5,20.5,73,41,1019.0,5.2
2024-07-28,27.1,17.5,0.0,0.0,0.0,15.0,30.2,22.5,73,21,1018.6,5.6
2024-07-29,28.0,17.3,0.0,0.0,0.0,11.5,19.4,23.4,75,52,1013.2,0.4
2024-07-30,28.7,20.2,0.2,0.2,0.0,13.1,26.6,24.2,74,50,1010.2,3.3
2024-07-31,25.3,20.9,19.6,19.6,0.0,15.5,29.5,22.6,89,95,1008.8,5.4
2024-08-01,28.1,19.8,2.7,2.7,0.0,13.1,25.2,24.0,81,31,1011.1,3.0
2024-08-02,29.6,21.1,0.0,0.0,0.0,14.1,27.4,25.0,77,66,1010.5,6.3
2024-08-03,28.7,20.7,2.9,2.9,0.0,18.6,61.6,24.2,85,98,1007.8,6.1
2024-08-04,28.2,19.2,9.7,9.7,0.0,11.5,41.4,22.7,86,64,1010.0,3.4
2024-08-05,20.8,14.2,2.6,2.6,0.0,12.2,21.2,18.0,80,83,1014.5,0.8
2024-08-06,21.8,13.5,0.0,0.0,0.0,12.0,21.6,17.7,73,100,1015.7,1.5
2024-08-07,23.4,13.7,0.0,0.0,0.0,9.2,19.1,18.5,64,9,1017.0,2.1
2024-08-08,24.7,13.1,0.6,0.6,0.0,22.3,38.9,18.9,71,68,1018.3,5.8
2024-08-09,19.8,17.1,122.1,122.1,0.0,34.9,62.3,18.3,94,96,1009.6,9.0
2024-08-10,23.2,17.4,0.0,0.0,0.0,26.5,48.2,19.7,76,46,1009.2,12.4
2024-08-11,21.3,14.4,1.2,1.2,0.0,23.4,43.2,17.7,76,46,1011.5,12.9
2024-08-12,21.3,13.6,1.6,1.6,0.0,15.8,31.0,16.8,79,52,1012.0,11.2
2024-08-13,26.0,14.0,0.5,0.5,0.0,14.3,31.0,19.6,72,26,1014.6,9.0
2024-08-14,27.3,15.4,0.4,0.4,0.0,17.3,35.3,20.6,76,50,1016.5,5.8
2024-08-15,26.8,17.1,1.1,1.1,0.0,11.0,23.0,21.5,79,33,1015.7,2.2
2024-08-16,27.2,18.6,0.0,0.0,0.0,9.3,19.1,22.6,82,46,1015.2,5.4
2024-08-17,25.1,19.3,3.6,3.6,0.0,27.8,49.7,21.7,81,92,1012.3,8.7
2024-08-18,24.3,19.3,2.2,2.2,0.0,25.8,48.6,21.5,78,98,1008.5,7.2
2024-08-19,19.4,13.1,19.2,19.2,0.0,25.5,46.1,16.9,88,99,1006.8,6.3
2024-08-20,16.2,13.0,3.8,3.8,0.0,16.2,32.0,14.3,75,94,1012.5,5.2
2024-08-21,14.0,11.9,13.2,13.2,0.0,19.1,33.1,13.0,90,98,1015.5,7.0
2024-08-22,18.6,12.3,4.9,4.9,0.0,11.8,29.5,15.0,83,75,1018.2,4.8
2024-08-23,22.7,12.4,0.0,0.0,0.0,18.3,32.8,17.7,77,25,1021.8,5.2
2024-08-24,23.7,14.6,0.0,0.0,0.0,19.7,37.4,19.2,76,35,1021.8,6.1
2024-08-25,24.2,15.8,2.1,2.1,0.0,11.9,25.9,19.4,83,32,1021.9,3.0
2024-08-26,24.9,15.7,0.1,0.1,0.0,10.4,16.6,20.1,82,35,1020.2,0.4
2024-08-27,26.8,17.9,1.2,1.2,0.0,18.8,35.3,22.2,75,61,1015.3,6.6
2024-08-28,20.3,12.7,3.1,3.1,0.0,27.1,46.8,17.4,73,61,1015.4,4.4
2024-08-29,19.9,9.9,0.0,0.0,0.0,12.8,25.9,15.0,70,0,1025.2,6.9
2024-08-30,23.3,10.8,0.0,0.0,0.0,20.9,38.2,18.0,72,37,1022.1,6.6
2024-08-31,20.5,15.9,19.7,19.7,0.0,18.9,37.8,18.5,87,94,1012.8,7.6
2024-09-01,24.0,13.7,4.4,4.4,0.0,29.3,55.8,18.6,83,54,1008.3,8.9
2024-09-02,16.0,10.6,0.1,0.1,0.0,22.3,41.8,13.3,67,25,1017.1,6.8
2024-09-03,20.5,9.0,0.0,0.0,0.0,20.8,37.4,14.7,66,19,1024.0,8.3
2024-09-04,22.3,12.9,0.0,0.0,0.0,16.9,32.8,17.3,75,3,1028.0,7.5
2024-09-05,24.5,13.1,0.0,0.0,0.0,17.4,31.7,18.4,70,6,1025.5,4.0
2024-09-06,22.3,14.1,0.0,0.0,0.0,21.3,38.9,18.3,67,59,1016.7,9.1
2024-09-07,22.1,11.2,17.7,17.7,0.0,27.1,48.6,16.3,83,85,1008.0,12.0
2024-09-08,12.1,7.9,1.4,1.4,0.0,29.1,52.6,9.8,69,74,1009.2,19.0
2024-09-09,19.0,10.0,0.0,0.0,0.0,23.2,40.7,13.7,64,38,1013.0,7.3
2024-09-10,18.4,7.1,0.0,0.0,0.0,20.9,38.5,12.6,69,11,1017.6,6.9
2024-09-11,21.9,11.0,0.0,0.0,0.0,17.3,33.1,15.8,79,12,1020.4,6.6
2024-09-12,22.8,12.4,0.0,0.0,0.0,10.7,22.0,17.4,79,24,1022.0,1.9
2024-09-13,24.8,12.3,0.0,0.0,0.0,9.7,14.4,18.7,82,19,1023.4,2.3
2024-09-14,24.6,14.2,0.0,0.0,0.0,9.7,21.2,19.0,85,30,1025.4,5.5
2024-09-15,26.0,13.9,0.0,0.0,0.0,8.4,17.6,19.6,77,1,1026.1,3.2
2024-09-16,25.9,15.4,0.0,0.0,0.0,14.9,29.2,20.3,77,1,1024.1,6.6
2024-09-17,26.0,16.0,0.0,0.0,0.0,12.9,26.3,20.2,75,25,1021.6,7.2
2024-09-18,25.2,14.5,0.0,0.0,0.0,10.5,16.2,19.7,74,95,1018.6,0.4
2024-09-19,25.3,13.9,0.0,0.0,0.0,15.8,27.0,19.3,75,71,1015.1,4.0
2024-09-20,23.5,14.1,0.5,0.5,0.0,15.3,28.4,18.0,78,44,1016.0,10.5
2024-09-21,21.4,13.8,0.0,0.0,0.0,13.6,26.3,17.1,75,53,1016.4,9.1
2024-09-22,20.1,11.7,0.0,0.0,0.0,16.6,28.4,15.8,73,56,1016.5,6.7
2024-09-23,16.0,13.3,3.6,3.6,0.0,20.1,34.6,14.6,76,91,1017.3,7.4
2024-09-24,19.6,11.6,0.0,0.0,0.0,16.3,32.0,15.3,67,72,1020.3,8.9
2024-09-25,15.6,11.3,8.6,8.6,0.0,27.8,50.4,13.5,78,100,1019.5,13.0
2024-09-26,20.3,12.7,19.2,19.2,0.0,27.6,49.3,15.5,80,61,1014.4,9.3
2024-09-27,18.4,11.3,0.1,0.1,0.0,11.7,22.3,14.9,78,32,1016.4,3.0
2024-09-28,19.9,10.3,0.0,0.0,0.0,17.1,29.9,14.7,84,45,1017.2,2.4
2024-09-29,19.7,10.4,0.0,0.0,0.0,11.0,19.1,14.6,87,37,1016.5,0.9
2024-09-30,20.0,11.7,0.0,0.0,0.0,13.4,26.6,15.4,75,1,1019.0,9.0
2024-10-01,21.1,10.4,0.1,0.1,0.0,21.3,36.7,15.6,74,34,1017.3,5.6
2024-10-02,17.7,10.9,2.0,2.0,0.0,20.0,37.1,14.3,82,75,1014.0,6.3
2024-10-03,19.0,9.5,0.0,0.0,0.0,19.8,38.2,13.7,79,30,1017.5,6.2
2024-10-04,19.9,9.6,3.1,3.1,0.0,17.3,28.4,14.9,78,43,1020.6,5.1
